city,lat,lng,country,population
Libagon,10.3,125.05,Philippines,15244.0
Anosy Avaratra,-18.8167,47.55,Madagascar,15243.0
Discovery Bay,37.9063,-121.599,United States,15243.0
Marui,24.8639,85.6338,India,15242.0
Asbury Park,40.2226,-74.0119,United States,15239.0
Senlis,49.2081,2.5875,France,15238.0
Kriel,-26.255,29.263,South Africa,15237.0
Bétérou,9.2,2.2667,Benin,15236.0
Itanhandu,-22.2958,-44.935,Brazil,15236.0
Evans,42.6528,-79.0063,United States,15236.0
Metković,43.05,17.65,Croatia,15235.0
Pimpalgaon Rājā,20.7167,76.4333,India,15234.0
Mulakaledu,14.3648,76.9267,India,15234.0
Mashpee,41.6178,-70.4908,United States,15234.0
Cowansville,45.2,-72.75,Canada,15234.0
Conchas,-23.0134,-48.0078,Brazil,15232.0
Rochedale,-27.5991,153.1297,Australia,15228.0
Çarşıbaşı,41.0833,39.3833,Turkey,15227.0
La Solana,38.65,-3.0667,Spain,15225.0
Avrillé,47.5078,-0.5878,France,15225.0
Northview,43.0427,-85.6016,United States,15225.0
Billapādu,16.6364,80.9661,India,15223.0
Sainte-Anne-des-Plaines,45.7617,-73.8204,Canada,15221.0
Morlaix,48.5783,-3.8267,France,15220.0
Avsallar,36.5833,31.8833,Turkey,15220.0
Arnedo,42.2167,-2.1,Spain,15219.0
Támesis,5.6667,-75.7167,Colombia,15218.0
Charām,30.7461,50.7461,Iran,15218.0
Chervonopartyzansk,48.0833,39.7833,Ukraine,15218.0
Burbach,50.7444,8.0861,Germany,15217.0
Vieiro,43.6481,-7.59,Spain,15217.0
Bidston,53.402,-3.078,United Kingdom,15216.0
Novouzensk,50.4667,48.1333,Russia,15216.0
Whitman,42.08,-70.9399,United States,15215.0
Capurso,41.05,16.9167,Italy,15212.0
Bunkeflostrand,55.5333,12.95,Sweden,15212.0
Shangtianba,28.039,103.8584,China,15210.0
Musāpur,25.6417,87.4154,India,15210.0
Saint-Brice-sous-Forêt,48.9992,2.3578,France,15209.0
Kanding,22.5194,120.5032,Taiwan,15209.0
Swampscott,42.4757,-70.9068,United States,15209.0
Azpeitia,43.1819,-2.2653,Spain,15208.0
Humayingcun,41.1145,116.8985,China,15207.0
Sumidouro,-22.05,-42.675,Brazil,15206.0
Aravakkurichchi,10.776,77.9076,India,15205.0
Souk Et-Tleta des Oulad Hamdane,33.1047,-8.2495,Morocco,15205.0
Ljungby,56.8333,13.9333,Sweden,15205.0
Harper Woods,42.439,-82.9293,United States,15205.0
La Apartada,8.1006,-75.3825,Colombia,15204.0
Barrocas,-11.5289,-39.0778,Brazil,15203.0
Salesópolis,-23.5319,-45.8458,Brazil,15202.0
Galaz,34.55,-4.8,Morocco,15201.0
Huasca de Ocampo,20.2028,-98.5758,Mexico,15201.0
Pyāpali,15.2669,77.7611,India,15200.0
Kumiyama,34.8814,135.7328,Japan,15200.0
Hallstahammar,59.6167,16.2167,Sweden,15200.0
Gagarin Shahri,40.6619,68.1722,Uzbekistan,15200.0
Zubin Potok,42.9144,20.6897,Kosovo,15200.0
Upper Southampton,40.1723,-75.0363,United States,15199.0
Chellaston,52.8671,-1.4384,United Kingdom,15198.0
Ahram,28.8828,51.2756,Iran,15198.0
Chinsali,-10.5522,32.0692,Zambia,15198.0
Dorfen,48.2667,12.15,Germany,15197.0
Mahaly,-24.1733,46.3495,Madagascar,15197.0
Seshambe,38.5333,68.25,Tajikistan,15197.0
Gombe,0.1811,32.1142,Uganda,15196.0
Imerimandroso,-17.4299,48.5901,Madagascar,15195.0
Gölmarmara,38.7167,27.9167,Turkey,15193.0
Uchiko,33.5333,132.65,Japan,15191.0
Bangassi-Nangou,14.4961,-11.5078,Mali,15191.0
Isny im Allgäu,47.6919,10.0394,Germany,15190.0
Melouza,35.9808,4.1861,Algeria,15190.0
Jangīd,18.4475,79.8414,India,15190.0
Amersham,51.677,-0.603,United Kingdom,15189.0
Tondangi,17.25,82.4667,India,15189.0
Bellavista,-34.9333,-71.3167,Chile,15187.0
Hebli,15.4858,75.1283,India,15187.0
San Vito al Tagliamento,45.9153,12.8556,Italy,15187.0
Nakanojōmachi,36.5898,138.841,Japan,15186.0
Dougouni,12.1436,-6.0011,Mali,15186.0
Taşucu,36.3333,33.8833,Turkey,15184.0
Schwyz,47.0211,8.6536,Switzerland,15181.0
Xiangyuncun,24.9641,118.1668,China,15181.0
Belokurikha,51.9833,84.9833,Russia,15179.0
Adjud,46.1,27.1797,Romania,15178.0
Cessnock,-32.8342,151.3555,Australia,15177.0
Wakuya,38.5397,141.1282,Japan,15177.0
Lake Wylie,35.0997,-81.0678,United States,15177.0
Norridge,41.9637,-87.8231,United States,15177.0
Fray Luis A. Beltrán,-32.7833,-60.7333,Argentina,15176.0
Tanhuato de Guerrero,20.2819,-102.3319,Mexico,15176.0
Montagu,-33.7833,20.1167,South Africa,15176.0
Petlāwad,23.0108,74.7961,India,15175.0
Borodino,55.9056,94.8997,Russia,15174.0
Espumoso,-28.725,-52.85,Brazil,15173.0
Itaporanga,-23.7078,-49.4897,Brazil,15173.0
Yaguaraparo,10.5667,-62.8333,Venezuela,15173.0
Ramonville-Saint-Agne,43.5434,1.4787,France,15172.0
Verwood,50.8815,-1.8785,United Kingdom,15172.0
Seven Pagodas,12.6197,80.1944,India,15172.0
Salua,22.61,88.27,India,15171.0
Gayéri,12.65,0.5,Burkina Faso,15170.0
Pâ,11.55,-3.26,Burkina Faso,15170.0
Redruth,50.2328,-5.2264,United Kingdom,15169.0
Cumbum,15.5667,79.1167,India,15169.0
Waremme,50.6967,5.2569,Belgium,15168.0
Río San Juan,19.64,-70.08,Dominican Republic,15168.0
Puliyūr,10.9499,78.1453,India,15168.0
Hathīaundha,25.7223,86.9972,India,15168.0
Moura,38.1397,-7.4505,Portugal,15167.0
Sobreda,38.6496,-9.1898,Portugal,15166.0
Dixon,41.8439,-89.4794,United States,15166.0
Kauhava,63.1,23.0667,Finland,15165.0
Douar El Arbaa Bou Quorra,34.749,-5.1982,Morocco,15165.0
Skvyra,49.7167,29.6667,Ukraine,15165.0
Lakhaura,26.7522,84.9647,India,15164.0
Gaspé,48.8333,-64.4833,Canada,15163.0
Palmers Green,51.6178,-0.1092,United Kingdom,15162.0
Totteridge,51.6354,-0.2,United Kingdom,15159.0
Gurramkonda,13.7822,78.59,India,15158.0
Nazaré,39.6,-9.0667,Portugal,15158.0
Meruoca,-3.5419,-40.455,Brazil,15157.0
Mátészalka,47.9431,22.3167,Hungary,15157.0
Lebanon,37.6717,-92.6603,United States,15157.0
Poděbrady,50.1425,15.1189,Czechia,15156.0
Blaydon,54.963,-1.719,United Kingdom,15155.0
Winkfield,51.4318,-0.7096,United Kingdom,15152.0
Chittarikal,12.3234,75.3583,India,15152.0
San Pedro Tapanatepec,16.3667,-94.2,Mexico,15152.0
Front Royal,38.926,-78.1838,United States,15152.0
Kawaminami,32.1919,131.5258,Japan,15151.0
Vincent,34.0983,-117.9238,United States,15151.0
Florencia,10.3665,-84.4814,Costa Rica,15149.0
New Brighton,53.432,-3.049,United Kingdom,15149.0
Poço Fundo,-21.7808,-45.965,Brazil,15148.0
Argun,43.2944,45.8839,Russia,15148.0
Biritinga,-11.6169,-38.8,Brazil,15146.0
Mallāpuram,11.9823,78.248,India,15145.0
Hüyük,37.9519,31.5958,Turkey,15144.0
Telua,26.6396,84.5108,India,15143.0
Vicovu de Sus,47.9258,25.68,Romania,15143.0
Alice,-32.7892,26.835,South Africa,15143.0
Glasgow,37.0048,-85.9263,United States,15141.0
Canet de Mar,41.5833,2.5833,Spain,15140.0
Belmont,35.2212,-81.0401,United States,15140.0
América Dourada,-11.455,-41.4358,Brazil,15137.0
Castiglione del Lago,43.1271,12.0452,Italy,15137.0
Kontiolahti,62.7667,29.85,Finland,15136.0
Horsham,-36.7167,142.2,Australia,15134.0
Kawasaki,33.6,130.815,Japan,15134.0
Västerhaninge,59.1167,18.1,Sweden,15134.0
Grodzisk Wielkopolski,52.2333,16.3667,Poland,15131.0
Johnson City,42.123,-75.9624,United States,15130.0
Mineral Wells,32.8169,-98.0776,United States,15130.0
Gangāpur,25.5136,86.8957,India,15129.0
Majiagoucha,37.5033,109.6303,China,15128.0
Ambohimierambe-Andranofito,-19.7909,47.4258,Madagascar,15127.0
Bella Vista,-27.0333,-65.3,Argentina,15126.0
Baiersbronn,48.5058,8.3711,Germany,15126.0
Laxou,48.6864,6.1528,France,15126.0
Sansepolcro,43.5756,12.1439,Italy,15125.0
Lóvua,-7.347,20.1751,Angola,15124.0
Bayserke,43.4797,77.0336,Kazakhstan,15124.0
Warni,18.5436,77.9072,India,15123.0
Srīvardhan,18.0333,73.0167,India,15123.0
Kutchan,42.9,140.7667,Japan,15123.0
Ban Na Kham,14.0048,101.8409,Thailand,15123.0
Jaguapitã,-23.1128,-51.5319,Brazil,15122.0
Tagounite,29.9585,-5.9151,Morocco,15122.0
Zacualpan,18.7197,-99.78,Mexico,15121.0
Mazagran,35.9019,0.7269,Algeria,15120.0
Ashby de la Zouch,52.746,-1.476,United Kingdom,15120.0
Xihuangni,38.3575,113.8519,China,15119.0
Česká Třebová,49.9019,16.4472,Czechia,15119.0
Astravyets,54.6136,25.9553,Belarus,15116.0
Vize,41.5736,27.7653,Turkey,15116.0
Illzach,47.7831,7.3486,France,15115.0
Aïn Mediouna,34.5,-4.55,Morocco,15115.0
Rumst,51.0833,4.4167,Belgium,15114.0
Koduman,9.1917,76.8,India,15114.0
Tamaki,34.4833,136.6333,Japan,15113.0
Cuarte de Huerva,41.5833,-0.9167,Spain,15112.0
Radviliškis,55.8,23.55,Lithuania,15112.0
Sakabansi,10.0442,3.3821,Benin,15111.0
Miraí,-21.1953,-42.6142,Brazil,15111.0
Maesawa,39.05,141.1167,Japan,15111.0
Bhoj,16.5333,74.45,India,15110.0
Itki Thākurgaon,23.3456,85.1114,India,15108.0
Khaira,26.3433,87.1476,India,15108.0
Chautham,25.5439,86.6567,India,15107.0
Doumanaba,11.675,-5.9314,Mali,15105.0
Gondomar,42.1111,-8.7611,Spain,15103.0
Brake,53.3333,8.4833,Germany,15102.0
Bilaua,26.0501,78.2752,India,15102.0
Kulunda,52.5827,78.9473,Russia,15102.0
Fritzlar,51.1333,9.2833,Germany,15101.0
Newtown,39.992,-75.4106,United States,15101.0
Silvino Lobos,12.3281,124.8464,Philippines,15100.0
Vandalia,39.8791,-84.193,United States,15100.0
Markgröningen,48.9047,9.0808,Germany,15099.0
Nopala de Villagran,20.2528,-99.6433,Mexico,15099.0
Witzenhausen,51.3422,9.8578,Germany,15097.0
Kenmore,42.9646,-78.8713,United States,15097.0
Wülflingen,47.51,8.683,Switzerland,15096.0
Huitzilan,19.9667,-97.6833,Mexico,15096.0
Usingen,50.3344,8.5375,Germany,15095.0
Galatone,40.15,18.0667,Italy,15095.0
Torelló,42.0495,2.265,Spain,15093.0
Ban Ton Thong Chai,18.3375,99.5334,Thailand,15093.0
Grenzach-Wyhlen,47.545,7.6758,Germany,15092.0
Babhani Bholwa,26.0876,86.7456,India,15092.0
Al Madāmūd,25.7333,32.7125,Egypt,15091.0
Tagoloan,8.1333,124.2667,Philippines,15091.0
Highland Springs,37.5516,-77.3285,United States,15091.0
Bhatranha,25.9846,86.6348,India,15090.0
Neustadt bei Coburg,50.3289,11.1211,Germany,15089.0
Changamkari,9.6333,76.8667,India,15089.0
Putaparti,14.166,77.811,India,15088.0
Cernavodă,44.3381,28.0336,Romania,15088.0
Rossville,39.3572,-76.4767,United States,15088.0
Capotille,19.448,-71.6929,Haiti,15086.0
Kidal,18.4333,1.4,Mali,15086.0
Sooke,48.3761,-123.7378,Canada,15086.0
Tabhka Khās,25.6518,85.9426,India,15084.0
Berkley,42.4986,-83.1853,United States,15084.0
Bad Wurzach,47.9094,9.8994,Germany,15083.0
Hasanpur,26.1147,87.2319,India,15083.0
Jadia,26.0937,86.9852,India,15083.0
Phôngsali,21.6833,102.1,Laos,15083.0
Beech Grove,39.7157,-86.0871,United States,15082.0
La Flèche,47.6959,-0.0747,France,15081.0
Bina,26.0792,86.6326,India,15079.0
Laurinburg,34.7602,-79.4773,United States,15079.0
Bonheiden,51.0224,4.5479,Belgium,15078.0
Issoire,45.545,3.2497,France,15078.0
Makapanstad,-25.239,28.116,South Africa,15076.0
West Park,25.984,-80.1923,United States,15076.0
Saint-Avertin,47.3675,0.7278,France,15075.0
Kohīr,17.6,77.7167,India,15075.0
Natividade do Carangola,-21.0419,-41.9728,Brazil,15074.0
Hatton,6.8897,80.5981,Sri Lanka,15073.0
Campodarsego,45.5,11.9167,Italy,15072.0
Hasanganj,26.78,80.67,India,15071.0
Clevelândia,-26.3958,-52.4708,Brazil,15070.0
Mqam at Tolba,33.9375,-6.2544,Morocco,15070.0
Ipauçu,-23.0569,-49.6267,Brazil,15069.0
Grefrath,51.3333,6.3333,Germany,15069.0
Büttelborn,49.9,8.5167,Germany,15068.0
Château-Thierry,49.04,3.4,France,15068.0
Mani,13.26,-0.2094,Burkina Faso,15066.0
Peddapalle,14.4046,78.9456,India,15065.0
Devendranagar,24.6169,80.3789,India,15065.0
Depew,42.9118,-78.7043,United States,15065.0
Northenden,53.4075,-2.2583,United Kingdom,15064.0
Ut Bulag,44.9089,82.2054,China,15063.0
Ogíjares,37.1167,-3.6,Spain,15063.0
Olonne-sur-Mer,46.5369,-1.7717,France,15061.0
Degtyarsk,56.7,60.1167,Russia,15061.0
Sabou,12.0667,-2.2333,Burkina Faso,15060.0
Bangor,53.228,-4.128,United Kingdom,15060.0
Washington,39.7494,-77.5579,United States,15060.0
Alvinópolis,-20.1069,-43.0489,Brazil,15059.0
Adilcevaz,38.8058,42.7469,Turkey,15059.0
Pedara,37.6167,15.0667,Italy,15058.0
Andondabe,-17.7665,49.3793,Madagascar,15058.0
Tatarikan,7.73,124.12,Philippines,15057.0
Gantt,34.7837,-82.4027,United States,15057.0
Echuca,-36.1333,144.75,Australia,15056.0
Kanungu,-0.8969,29.7756,Uganda,15056.0
Adams,40.7092,-80.0118,United States,15056.0
Bolivia,22.075,-78.3503,Cuba,15055.0
Şuhut,38.5333,30.55,Turkey,15054.0
Durham,43.1174,-70.9194,United States,15054.0
Le Bourget,48.9353,2.4256,France,15052.0
Patnanungan,14.78,122.18,Philippines,15052.0
Rizal,8.5272,123.5517,Philippines,15052.0
New Paltz,41.7577,-74.0883,United States,15051.0
Rajni,25.8132,86.9772,India,15050.0
Ekma,25.967,84.5383,India,15048.0
Kawagoe,35.0167,136.6667,Japan,15048.0
Los Osos,35.3065,-120.8242,United States,15048.0
Perchtoldsdorf,48.1167,16.2667,Austria,15047.0
Amlash,37.0944,50.1928,Iran,15047.0
Port Royal,32.3557,-80.7029,United States,15047.0
Pontinia,41.4083,13.0443,Italy,15046.0
La Magdalena Tlaltelulco,19.2667,-98.2,Mexico,15046.0
Tonawanda,43.0105,-78.8805,United States,15044.0
Murray Bridge,-35.117,139.267,Australia,15043.0
Tubod,9.5547,125.5697,Philippines,15043.0
Uckfield,50.97,0.1,United Kingdom,15041.0
Revūr,16.8216,79.9926,India,15041.0
Guadalupe Victoria,19.2833,-97.3333,Mexico,15041.0
Talladega,33.4333,-86.0986,United States,15041.0
Kamitonda,33.7,135.4333,Japan,15040.0
Ochanthururtha,10.0,76.2333,India,15039.0
Chépica,-34.7333,-71.2833,Chile,15037.0
El Arenal,20.2167,-98.9167,Mexico,15037.0
Contamana,-7.3333,-75.0167,Peru,15036.0
Tone,35.8578,140.1392,Japan,15035.0
Le Hochet,-20.135,57.5211,Mauritius,15034.0
Capela,-9.4075,-36.0736,Brazil,15032.0
Satyāmangala,13.0193,76.1243,India,15032.0
Filiaşi,44.4,23.52,Romania,15031.0
Mastic,40.8096,-72.8479,United States,15031.0
Langerwehe,50.8167,6.3497,Germany,15030.0
Udiyāvara,13.3097,74.7366,India,15029.0
Bissendorf,52.2333,8.1667,Germany,15028.0
Ban Ho Mae Salong,20.1631,99.6225,Thailand,15028.0
Ferreiros,-7.4478,-35.2439,Brazil,15026.0
Monroe,39.4461,-84.3667,United States,15024.0
Roanoke Rapids,36.4452,-77.649,United States,15024.0
Swallownest,53.3623,-1.3251,United Kingdom,15022.0
Kēralasshēri,10.825,76.5,India,15022.0
Kutavettūr,8.9167,76.75,India,15021.0
Brasilândia,-17.0087,-46.0086,Brazil,15020.0
Klimavichy,53.6167,31.95,Belarus,15020.0
Puerto Salgar,5.5,-74.5833,Colombia,15019.0
Kuusamo,65.9667,29.1833,Finland,15019.0
Islāmpur,24.1548,88.4665,India,15019.0
Bangui,18.5378,120.7653,Philippines,15019.0
Ban Mae Sun Luang,19.8305,99.1706,Thailand,15019.0
Boa Esperança do Sul,-21.9925,-48.3908,Brazil,15018.0
Netherton,52.4908,-2.0835,United Kingdom,15017.0
Aruvikkara,8.3331,77.2788,India,15017.0
White Center,47.5086,-122.3479,United States,15017.0
Kaintragarh,20.7211,84.5351,India,15016.0
Landsberg,51.5333,12.1667,Germany,15015.0
Konārka,19.8908,86.1003,India,15015.0
Shamsa,25.623,85.931,India,15015.0
Hudiksvall,61.729,17.1121,Sweden,15015.0
Westervoort,51.9667,5.9667,Netherlands,15014.0
Busko-Zdrój,50.4667,20.7167,Poland,15014.0
Andorinha,-10.345,-39.8328,Brazil,15012.0
Camp Pendleton South,33.2329,-117.393,United States,15011.0
Cassano delle Murge,40.8833,16.7667,Italy,15010.0
Gloversville,43.0491,-74.3465,United States,15010.0
Struga,41.1775,20.6789,North Macedonia,15009.0
Dionísio Cerqueira,-26.255,-53.64,Brazil,15008.0
Dembecha,10.55,37.4833,Ethiopia,15008.0
Naduvattam,11.4808,76.5437,India,15008.0
Saidpur,25.5436,86.564,India,15008.0
Schiffdorf,53.5358,8.6589,Germany,15007.0
Alpedrete,40.6583,-4.0322,Spain,15006.0
Roquebrune-sur-Argens,43.43,6.63,France,15006.0
Kasli,55.9,60.7667,Russia,15006.0
Macomb,40.4709,-90.6807,United States,15006.0
Wallan,-37.4167,144.9833,Australia,15004.0
Hudson,44.9639,-92.7312,United States,15004.0
Mossendjo,-2.9453,12.7156,Congo (Brazzaville),15003.0
Barajor,24.7992,86.3731,India,15003.0
Pavannur,11.95,75.5,India,15003.0
Pacific Grove,36.6188,-121.9259,United States,15003.0
Carrières-sur-Seine,48.9108,2.2889,France,15002.0
Ben Taieb,35.0837,-3.4696,Morocco,15002.0
Verdal,63.7922,11.4817,Norway,15002.0
Acala,16.5533,-92.8069,Mexico,15001.0
Fayrōz Kōh,34.5225,65.2517,Afghanistan,15000.0
Taywarah,33.51,64.42,Afghanistan,15000.0
Barakī,33.9333,68.9167,Afghanistan,15000.0
Spitak,40.8372,44.2675,Armenia,15000.0
Villa Ojo de Agua,-29.5167,-63.7,Argentina,15000.0
Bāisāri,22.7959,90.1259,Bangladesh,15000.0
Jamaica,22.9756,-82.1685,Cuba,15000.0
Guayos,22.0496,-79.4611,Cuba,15000.0
Tillor Khurd,22.617,75.948,India,15000.0
Chettikulam,8.0943,77.5614,India,15000.0
Muttamtura,8.13,77.32,India,15000.0
Mundia,27.4014,75.6892,India,15000.0
Damalcheruvu,13.4833,79.05,India,15000.0
Miri,19.28,74.84,India,15000.0
Cortalim,15.3978,73.9106,India,15000.0
Majhgawān,24.8,80.8,India,15000.0
Hombal,15.5164,75.5556,India,15000.0
Bellatti,12.65,78.0,India,15000.0
Singhānwāla,30.7699,75.1218,India,15000.0
Hullahalli,12.1,76.55,India,15000.0
Sathamba,23.1691,73.3266,India,15000.0
Valattūr,12.8899,78.8394,India,15000.0
Turori,17.8278,76.6903,India,15000.0
Shafinagar,28.4117,78.1365,India,15000.0
Khāndhār,26.0233,76.6097,India,15000.0
Galatge,16.42,74.58,India,15000.0
Vasa,22.6608,72.7552,India,15000.0
Barţalah,36.3537,43.3813,Iraq,15000.0
Amirlī,34.7271,44.5878,Iraq,15000.0
Quthing,-30.4001,27.7002,Lesotho,15000.0
Manambondro,-23.7998,47.545,Madagascar,15000.0
Milenaka,-22.8386,43.5849,Madagascar,15000.0
Soalala,-16.1025,45.3267,Madagascar,15000.0
Ambodiriana,-19.5888,47.5319,Madagascar,15000.0
Befasy,-20.5779,44.36,Madagascar,15000.0
Kopoky,-25.2122,45.2095,Madagascar,15000.0
Ramainandro,-19.2969,47.004,Madagascar,15000.0
Ambinanindrano,-20.6804,47.8027,Madagascar,15000.0
Analamary,-24.2455,47.2196,Madagascar,15000.0
Ambatomanjaka,-18.8761,46.8658,Madagascar,15000.0
Andranovelona,-19.6295,47.6204,Madagascar,15000.0
Ianantsony,-23.5523,43.7603,Madagascar,15000.0
Imanombo,-24.4363,45.8257,Madagascar,15000.0
Beroy Atsimo,-24.0044,44.6642,Madagascar,15000.0
Alarobia Bemaha,-20.2109,46.8881,Madagascar,15000.0
Talata Ampano,-21.5512,47.034,Madagascar,15000.0
Ambatoharanana,-17.3424,49.1186,Madagascar,15000.0
Sahave,-21.0793,47.1126,Madagascar,15000.0
Bevoay,-24.4833,47.0167,Madagascar,15000.0
Anahidrano,-15.0162,47.8912,Madagascar,15000.0
Ambahive,-22.2,47.7167,Madagascar,15000.0
Ifatsy,-22.3902,47.7359,Madagascar,15000.0
Ankisabe,-19.2951,46.4812,Madagascar,15000.0
Anjoma-Ramartina,-19.6397,45.9543,Madagascar,15000.0
Lokomby,-22.1826,47.7463,Madagascar,15000.0
Behisatse,-21.8062,45.1226,Madagascar,15000.0
Iharan̈a,-13.375,50.01,Madagascar,15000.0
Manandona,-20.0553,47.0556,Madagascar,15000.0
Antanimenabaka,-16.9373,48.4913,Madagascar,15000.0
Marofototra,-20.8525,48.1546,Madagascar,15000.0
Tsiatajavona-Ankaratra,-19.3777,47.3319,Madagascar,15000.0
Antsoso,-19.8167,46.8667,Madagascar,15000.0
Ambesisika,-16.5205,46.8544,Madagascar,15000.0
Ankilimivory,-24.4724,44.9772,Madagascar,15000.0
Antanifotsy,-16.8667,49.6333,Madagascar,15000.0
Wān Long,22.1667,99.1833,Burma,15000.0
Kyaukmyaung,22.5833,95.95,Burma,15000.0
Aiyetoro Gbede,7.9833,6.0,Nigeria,15000.0
Amawom,5.4667,7.5667,Nigeria,15000.0
Rāmechhāp,27.326,86.087,Nepal,15000.0
Bhimphedi,27.551,85.13,Nepal,15000.0
Salyan,28.35,82.1833,Nepal,15000.0
Richmond,-41.3333,173.1833,New Zealand,15000.0
Mian Sahib,28.1559,68.6397,Pakistan,15000.0
Awan Patti,34.25,73.66,Pakistan,15000.0
Koungheul,13.9667,-14.8053,Senegal,15000.0
Bakel,14.9042,-12.4583,Senegal,15000.0
Yufle,10.3758,47.1964,Somalia,15000.0
Kuljibrīn,36.5368,37.1171,Syria,15000.0
Sarmadā,36.1855,36.7223,Syria,15000.0
Gammarth,36.9097,10.2867,Tunisia,15000.0
Özdere,38.0175,27.1283,Turkey,15000.0
Novyi Buh,47.6833,32.5,Ukraine,15000.0
Kalongo,3.04,33.3711,Uganda,15000.0
Matuga,0.4603,32.5286,Uganda,15000.0
Zombo,2.5131,30.9081,Uganda,15000.0
Mutukula,-0.9997,31.4167,Uganda,15000.0
Chaguaramas,9.3333,-66.2667,Venezuela,15000.0
Clarines,9.9433,-65.1661,Venezuela,15000.0
Kezi,-20.9167,28.4667,Zimbabwe,15000.0
Yinhua,33.45,110.25,China,14999.0
Talpa de Allende,20.3806,-104.8222,Mexico,14997.0
Shambu,9.5667,37.1,Ethiopia,14995.0
Sanyi,24.4167,120.7667,Taiwan,14995.0
Huchuan,34.9249,106.1409,China,14993.0
Şüvəlan,40.4843,50.184,Azerbaijan,14992.0
Weißwasser/Oberlausitz,51.5,14.6333,Germany,14992.0
Anororo,-17.5149,48.4353,Madagascar,14992.0
Santa,17.486,120.4344,Philippines,14992.0
Susanville,40.4206,-120.6132,United States,14992.0
Pochëp,52.9333,33.45,Russia,14991.0
Antequera,9.7812,123.8975,Philippines,14990.0
La Gloria,8.5833,-73.5833,Colombia,14989.0
Arlington,35.2594,-89.668,United States,14989.0
Kaguchi,11.4519,76.8061,India,14988.0
Pyryatyn,50.25,32.5333,Ukraine,14988.0
Salinas da Margarida,-12.8708,-38.7639,Brazil,14987.0
Sant’Arpino,40.9575,14.2492,Italy,14986.0
Greenlawn,40.8632,-73.3646,United States,14986.0
Calanogas,7.75,124.1,Philippines,14985.0
Yelur,15.7817,74.5178,India,14984.0
Lapseki,40.3439,26.6836,Turkey,14984.0
Māndleshwar,22.176,75.6599,India,14983.0
Pine,40.6437,-80.0315,United States,14983.0
Āndipālaiyam,11.092,77.315,India,14982.0
Metuchen,40.5424,-74.3628,United States,14982.0
Highland Park,40.5006,-74.4283,United States,14981.0
Obando,4.5833,-75.9167,Colombia,14980.0
Kurichchi,11.5701,77.6969,India,14980.0
Belkheir,36.4667,7.4833,Algeria,14979.0
Bouchegouf,36.4667,7.4833,Algeria,14979.0
Tiadiaye,14.4209,-16.7061,Senegal,14975.0
Texenna,36.65,5.7833,Algeria,14974.0
Casalmaggiore,44.9858,10.4147,Italy,14974.0
Candói,-25.6628,-52.1258,Brazil,14973.0
Porcia,45.9667,12.6167,Italy,14971.0
Castelnuovo Rangone,44.5519,10.9358,Italy,14971.0
Chrysoúpoli,40.9833,24.7,Greece,14970.0
Avanos,38.715,34.8467,Turkey,14968.0
Spring Creek,40.745,-115.5983,United States,14967.0
Kenora,49.7667,-94.4833,Canada,14967.0
Dinan,48.4564,-2.0489,France,14966.0
Kenley,51.3242,-0.0969,United Kingdom,14966.0
Hārohalli,12.6807,77.4743,India,14966.0
Pallasovka,50.05,46.8833,Russia,14966.0
Santa Brígida,-9.7358,-38.1258,Brazil,14965.0
El Hadjira,32.6167,5.5167,Algeria,14965.0
Holliston,42.1977,-71.445,United States,14964.0
Paralímni,35.0333,33.9833,Cyprus,14963.0
Saint-Servan-sur-Mer,48.6361,-2.0147,France,14963.0
Baucau,-8.4757,126.4563,Timor-Leste,14961.0
Cold Lake,54.4642,-110.1825,Canada,14961.0
Veliki Preslav,43.1667,26.8167,Bulgaria,14960.0
Langelsheim,51.9381,10.335,Germany,14960.0
Goluwāli,29.63,74.06,India,14960.0
’Tlat Bni Oukil,32.577,-6.84,Morocco,14960.0
Santa Luzia,-6.8719,-36.9189,Brazil,14959.0
Bludenz,47.1333,9.8167,Austria,14956.0
Vianópolis,-16.7419,-48.5158,Brazil,14956.0
Paris,43.2,-80.3833,Canada,14956.0
Monkey Bay,-14.0728,34.9201,Malawi,14955.0
Much,50.9167,7.4,Germany,14953.0
Dolo,45.4249,12.0758,Italy,14953.0
South Farmingdale,40.7175,-73.4473,United States,14953.0
Coconuco,2.25,-76.4167,Colombia,14952.0
Great Baddow,51.719,0.507,United Kingdom,14951.0
Finale Emilia,44.8319,11.2957,Italy,14951.0
Sudbury,51.5537,-0.3199,United Kingdom,14950.0
Wyke,53.7333,-1.7667,United Kingdom,14950.0
Neustadt an der Donau,48.8,11.7667,Germany,14949.0
Kalininsk,51.5,44.4667,Russia,14949.0
Hooksett,43.0709,-71.4365,United States,14949.0
Branchburg,40.5629,-74.714,United States,14948.0
Washington,38.5515,-91.0154,United States,14948.0
Vallūr,13.256,80.2818,India,14947.0
Lambidou,14.3122,-9.5508,Mali,14947.0
Malsch,48.8808,8.3342,Germany,14946.0
Beckingen,49.3928,6.7008,Germany,14945.0
Hazel Park,42.4619,-83.0977,United States,14945.0
Mitane,40.1017,140.005,Japan,14944.0
Ratba,34.7833,-4.9333,Morocco,14944.0
Mendrisio,45.8667,8.9833,Switzerland,14942.0
Ritterhude,53.1831,8.7561,Germany,14942.0
Lemon Hill,38.5172,-121.4573,United States,14942.0
Joaíma,-16.6542,-41.0306,Brazil,14941.0
Popovo,43.3496,26.227,Bulgaria,14940.0
